listing_id,make,model_year,mileage_km,city,condition_grade,photos_count,days_on_platform,listed_month,sale_price_sar
L00782,Hyundai,2024,30400,Riyadh,excellent,9,24,2024-02,80400
L00783,Hyundai,2019,154600,Riyadh,good,24,73,2025-03,23700
L00784,Nissan,2009,349300,Jeddah,fair,5,88,2025-07,8700
L00785,Toyota,2010,282800,Makkah,excellent,3,76,2025-04,9200
L00786,Hyundai,2022,70000,Dammam,fair,4,55,2025-10,51800
L00787,Nissan,2011,287200,Riyadh,good,24,15,2024-10,22300
L00788,Kia,2010,295300,Jeddah,excellent,11,5,2024-07,8900
L00789,Hyundai,2013,285700,Madinah,excellent,9,80,2025-07,22700
L00790,Kia,2017,121100,Riyadh,fair,10,10,2025-06,34500
L00791,Ford,2015,152500,Riyadh,excellent,21,38,2024-09,16200
L00792,Toyota,2021,89200,Madinah,fair,13,61,2024-06,30400
L00793,Toyota,2017,171100,Riyadh,good,14,53,2024-11,31000
L00794,Hyundai,2009,305800,Riyadh,fair,15,41,2024-01,13600
L00795,Kia,2017,180000,Dammam,good,7,82,2025-04,27600
L00796,Hyundai,2010,361700,Riyadh,fair,9,26,2025-10,9500
L00797,Chevrolet,2013,226400,Jeddah,fair,14,62,2024-10,27000
L00798,Chevrolet,2018,129800,Madinah,fair,18,7,2024-12,32000
L00799,Nissan,2020,133100,Riyadh,good,19,21,2024-02,28400
L00800,Lexus,2020,76000,Jeddah,excellent,13,81,2025-06,91700
L00801,Ford,2017,133700,Jeddah,excellent,17,9,2024-07,39400
L00802,Kia,2010,394100,Riyadh,excellent,23,76,2024-12,12200
L00803,Nissan,2008,315300,Jeddah,good,13,8,2024-04,8000
L00804,Toyota,2024,43200,Makkah,fair,18,50,2024-07,65500
L00805,Kia,2014,221300,Riyadh,fair,13,31,2025-09,18400
L00806,Hyundai,2023,48900,Dammam,good,22,53,2025-02,84700
L00807,Lexus,2023,46000,Riyadh,excellent,13,22,2024-05,163500
L00808,Toyota,2022,100000,Riyadh,good,12,48,2025-07,43300
L00809,Hyundai,2009,317100,Makkah,excellent,24,5,2024-06,12200
L00810,Ford,2013,257800,Jeddah,fair,15,14,2025-10,24300
L00811,Kia,2015,193100,Makkah,fair,5,68,2025-08,22400
L00812,Nissan,2019,103600,Riyadh,fair,5,4,2025-07,47500
L00813,Nissan,2023,52200,Riyadh,excellent,6,19,2024-12,45700
L00814,Toyota,2014,232900,Madinah,good,4,16,2025-03,20300
L00815,Toyota,2018,142200,Riyadh,good,3,6,2024-08,28800
L00816,Kia,2016,166900,Riyadh,excellent,22,1,2025-06,20900
L00817,Toyota,2013,232000,Riyadh,excellent,5,69,2024-09,18800
L00818,Hyundai,2021,95900,Dammam,good,20,46,2025-10,44500
L00819,Nissan,2025,8700,Riyadh,excellent,3,36,2024-07,64500
L00820,Lexus,2019,151900,Dammam,good,18,7,2024-02,51700
L00821,Hyundai,2025,22200,Dammam,excellent,17,71,2024-08,78100
L00822,Toyota,2010,316500,Dammam,good,7,82,2025-06,13300
L00823,Mercedes,2020,109300,Riyadh,good,18,81,2024-03,100600
L00824,Toyota,2024,38100,Riyadh,good,5,65,2025-09,60400
L00825,Lexus,2013,256800,Dammam,good,22,20,2025-05,38400
L00826,Nissan,2017,176100,Jeddah,fair,8,34,2025-01,22600
L00827,Ford,2025,10300,Riyadh,good,12,1,2024-04,73500
L00828,Toyota,2019,123200,Riyadh,good,23,44,2025-09,27600
L00829,Lexus,2019,137000,Riyadh,excellent,17,63,2025-10,99400
L00830,Nissan,2023,35100,Dammam,good,20,36,2025-07,53300
L00831,Toyota,2018,146000,Makkah,excellent,5,32,2024-09,40600
L00832,Nissan,2014,300000,Jeddah,good,20,18,2025-07,20100
L00833,Hyundai,2013,249400,Makkah,good,21,39,2024-07,14500
L00834,Ford,2012,263500,Riyadh,excellent,15,86,2025-08,15000
L00835,Mazda,2009,363300,Jeddah,good,18,7,2025-03,9100
L00836,BMW,2016,233000,Makkah,fair,21,31,2025-02,48800
L00837,Ford,2017,170100,Riyadh,good,24,73,2025-08,14600
L00838,Toyota,2017,200100,Jeddah,fair,4,25,2024-06,38700
L00839,Chevrolet,2012,320300,Jeddah,good,18,15,2024-05,8300
L00840,BMW,2012,304400,Riyadh,excellent,5,66,2025-08,28800
L00841,Toyota,2020,114900,Riyadh,excellent,10,22,2024-08,32100
L00842,Hyundai,2008,346400,Dammam,fair,9,40,2024-08,10700
L00843,Kia,2010,263000,Dammam,good,5,77,2025-08,11700
L00844,Mazda,2023,49900,Riyadh,fair,13,9,2024-02,39200
L00845,Hyundai,2009,290600,Madinah,excellent,12,26,2024-02,8200
L00846,Nissan,2023,65400,Makkah,good,15,45,2024-02,48600
L00847,Hyundai,2010,302900,Jeddah,good,18,73,2024-03,13200
L00848,Ford,2011,299300,Jeddah,fair,4,17,2025-05,11800
L00849,Lexus,2011,244000,Riyadh,good,7,84,2024-01,26100
L00850,Toyota,2010,327100,Riyadh,good,4,72,2024-07,16000
L00851,Hyundai,2015,206500,Jeddah,excellent,18,27,2024-11,9700
L00852,Toyota,2019,160400,Makkah,good,15,11,2024-04,37000
L00853,Toyota,2012,234400,Jeddah,good,15,9,2025-07,12900
L00854,Kia,2016,155400,Dammam,excellent,16,5,2024-08,39300
L00855,Kia,2017,153400,Jeddah,excellent,17,84,2025-05,25500
L00856,Ford,2019,115100,Dammam,good,7,17,2025-05,38200
L00857,Nissan,2017,138700,Madinah,good,19,39,2024-06,39400
L00858,Nissan,2024,45200,Jeddah,good,8,8,2024-04,84000
L00859,Hyundai,2022,55900,Riyadh,good,17,37,2025-04,37900
L00860,Ford,2024,40000,Riyadh,good,17,38,2025-03,83400
L00861,Nissan,2015,181600,Riyadh,good,6,27,2024-05,13500
L00862,Hyundai,2022,90300,Jeddah,excellent,10,25,2025-10,36300
L00863,Hyundai,2017,169400,Jeddah,good,15,56,2024-10,18700
L00864,Chevrolet,2009,320200,Makkah,excellent,24,26,2024-11,20500
L00865,Ford,2017,106100,Jeddah,excellent,21,74,2024-10,62100
L00866,Lexus,2020,171500,Dammam,fair,23,84,2025-01,124500
L00867,Toyota,2016,189400,Dammam,good,17,0,2025-01,20800
L00868,Hyundai,2009,330200,Dammam,fair,13,81,2025-06,15000
L00869,Hyundai,2009,309200,Jeddah,excellent,4,67,2025-03,8000
L00870,Nissan,2021,119900,Makkah,excellent,3,50,2024-02,37900
L00871,Toyota,2020,78800,Madinah,excellent,16,34,2025-09,31200
L00872,Kia,2009,268500,Makkah,excellent,9,68,2024-10,18000
L00873,Mazda,2008,351500,Riyadh,fair,22,22,2025-01,8000
L00874,Toyota,2021,70100,Riyadh,excellent,17,47,2024-09,57100
L00875,Toyota,2024,43200,Jeddah,good,8,74,2025-10,51600
L00876,Chevrolet,2024,59800,Madinah,good,18,36,2025-09,65000
L00877,Ford,2018,153600,Makkah,good,18,86,2024-04,27500
L00878,Ford,2013,246500,Riyadh,excellent,24,27,2024-10,18500
L00879,Toyota,2021,75200,Riyadh,good,6,73,2025-07,52600
L00880,Toyota,2010,376000,Dammam,fair,21,20,2025-05,23900
L00881,Toyota,2015,194600,Riyadh,good,22,42,2024-07,22200
L00882,Toyota,2009,306000,Jeddah,excellent,7,39,2024-04,8000
L00883,Mercedes,2022,51900,Riyadh,fair,13,64,2024-11,124300
L00884,Ford,2023,75000,Jeddah,fair,14,87,2024-11,90900
L00885,Nissan,2010,337800,Jeddah,excellent,12,38,2025-05,15600
L00886,Mazda,2013,262600,Jeddah,excellent,17,44,2025-09,16700
L00887,Toyota,2014,202400,Riyadh,good,13,38,2024-06,30600
L00888,Nissan,2019,101800,Jeddah,excellent,12,43,2025-04,24800
L00889,Hyundai,2014,206400,Madinah,fair,16,14,2024-01,21300
L00890,Hyundai,2012,262700,Riyadh,excellent,4,15,2025-02,12000
L00891,Hyundai,2012,338400,Jeddah,good,18,3,2025-02,16500
L00892,Toyota,2017,159600,Dammam,excellent,23,80,2024-06,38900
L00893,Toyota,2010,308500,Jeddah,excellent,14,87,2025-02,13000
L00894,Hyundai,2010,332300,Makkah,good,9,22,2025-07,13100
L00895,Hyundai,2014,263600,Riyadh,excellent,23,28,2025-07,27400
L00896,Mercedes,2018,117700,Makkah,excellent,3,64,2024-06,98300
L00897,Toyota,2013,299300,Jeddah,good,4,64,2025-10,8000
L00898,Chevrolet,2022,46400,Dammam,fair,10,87,2024-02,72700
L00899,Nissan,2019,136500,Makkah,excellent,3,39,2025-05,31400
L00900,Hyundai,2010,284000,Makkah,excellent,10,54,2025-09,12000
L00901,Toyota,2018,149900,Jeddah,good,5,58,2024-06,26500
L00902,Toyota,2009,365700,Jeddah,good,21,51,2025-03,12100
L00903,Toyota,2023,33500,Madinah,excellent,8,52,2025-07,58300
L00904,Toyota,2021,87100,Dammam,excellent,13,14,2025-09,48200
L00905,Hyundai,2016,187700,Dammam,fair,5,74,2025-06,40100
L00906,Lexus,2021,93300,Madinah,good,13,82,2025-08,115100
L00907,Chevrolet,2018,142200,Riyadh,excellent,3,53,2025-09,35400
L00908,Kia,2025,5300,Riyadh,excellent,15,51,2024-03,59600
L00909,BMW,2008,390800,Riyadh,excellent,3,41,2025-01,30600
L00910,Mazda,2017,162500,Riyadh,fair,9,39,2024-08,34900
L00911,Mercedes,2018,140500,Jeddah,excellent,11,18,2025-09,74300
L00912,Nissan,2021,96400,Jeddah,good,15,54,2025-09,58500
L00913,Kia,2024,69500,Riyadh,good,14,20,2024-07,55000
L00914,Toyota,2013,257500,Dammam,excellent,17,22,2025-10,18700
L00915,Lexus,2019,134200,Riyadh,good,16,53,2025-07,111400
L00916,Chevrolet,2023,53900,Riyadh,fair,9,73,2025-09,53000
L00917,Kia,2008,317200,Makkah,excellent,7,13,2024-04,12200
L00918,Hyundai,2023,47500,Jeddah,fair,24,42,2025-06,37500
L00919,Toyota,2023,48100,Riyadh,good,3,10,2024-07,53500
L00920,Toyota,2016,222200,Jeddah,good,10,83,2025-05,21900
L00921,BMW,2022,91800,Riyadh,fair,22,57,2025-01,160700
L00922,Hyundai,2014,280900,Makkah,excellent,17,47,2025-01,11600
L00923,Toyota,2022,93900,Riyadh,excellent,12,19,2024-05,63500
L00924,Toyota,2020,145900,Jeddah,good,13,34,2025-09,41800
L00925,Toyota,2008,344200,Riyadh,good,3,52,2025-03,8000
L00926,Kia,2024,59300,Riyadh,excellent,3,70,2025-07,64000
L00927,Chevrolet,2013,232100,Jeddah,fair,12,54,2024-08,24800
L00928,Hyundai,2022,93100,Makkah,fair,10,46,2024-12,64300
L00929,Toyota,2020,114100,Dammam,fair,3,85,2025-04,42900
L00930,Toyota,2012,280900,Riyadh,fair,8,27,2025-04,13400
L00931,Kia,2023,71300,Madinah,good,15,28,2025-05,71600
L00932,Hyundai,2021,106300,Riyadh,excellent,22,55,2025-04,32600
L00933,Toyota,2008,344300,Riyadh,excellent,19,9,2025-09,11400
L00934,Toyota,2010,324800,Riyadh,good,20,8,2024-10,10200
L00935,Lexus,2012,201700,Riyadh,fair,20,76,2025-09,38300
L00936,Toyota,2022,83400,Dammam,excellent,9,14,2024-03,33700
L00937,Kia,2018,123900,Jeddah,good,19,4,2024-01,24700
L00938,Toyota,2014,253100,Riyadh,good,7,43,2025-09,12900
L00939,Hyundai,2008,320600,Dammam,excellent,23,5,2024-04,11600
L00940,Chevrolet,2015,224500,Dammam,good,12,53,2025-05,14200
L00941,Toyota,2011,319400,Riyadh,good,11,73,2024-09,9600
L00942,Hyundai,2022,73900,Dammam,excellent,14,63,2024-08,32700
L00943,Lexus,2025,4400,Riyadh,excellent,3,74,2024-10,126500
L00944,Lexus,2009,291200,Madinah,excellent,24,4,2024-08,36500
L00945,Chevrolet,2011,233500,Jeddah,good,12,83,2025-04,11100
L00946,Mazda,2021,119300,Dammam,excellent,20,59,2025-05,67400
L00947,Kia,2012,298700,Jeddah,excellent,19,18,2025-10,13100
L00948,Toyota,2024,37500,Jeddah,excellent,15,55,2025-01,47300
L00949,Nissan,2022,96400,Jeddah,good,24,9,2025-07,30600
L00950,Nissan,2008,370900,Makkah,excellent,3,78,2024-02,8800
L00951,BMW,2008,263200,Riyadh,excellent,11,11,2025-04,35500
L00952,Nissan,2008,345000,Dammam,good,4,44,2024-12,8000
L00953,Toyota,2014,226400,Makkah,good,18,76,2025-05,25200
L00954,Ford,2017,216600,Riyadh,good,23,28,2025-05,27900
L00955,Chevrolet,2021,91800,Dammam,good,11,81,2025-05,48500
L00956,Hyundai,2016,194300,Jeddah,good,4,10,2024-02,29600
L00957,Mercedes,2016,165000,Jeddah,good,22,12,2025-10,57200
L00958,Kia,2012,282600,Makkah,excellent,14,23,2024-01,16200
L00959,Toyota,2021,118300,Jeddah,good,19,33,2025-02,37600
L00960,Toyota,2022,100200,Jeddah,excellent,6,76,2024-09,40100
L00961,Kia,2025,24000,Riyadh,good,4,55,2025-08,47500
L00962,Ford,2010,288800,Jeddah,good,21,13,2024-01,13200
L00963,Hyundai,2015,198600,Riyadh,good,10,6,2024-10,17400
L00964,Hyundai,2025,17900,Riyadh,excellent,21,41,2025-09,86500
L00965,Mercedes,2010,349900,Jeddah,excellent,5,14,2024-08,31900
L00966,Kia,2016,177100,Madinah,fair,21,8,2025-10,35300
L00967,Hyundai,2025,30700,Dammam,good,4,36,2025-02,97200
L00968,Hyundai,2017,207700,Madinah,excellent,16,84,2025-06,26900
L00969,Chevrolet,2010,342700,Riyadh,excellent,13,56,2025-01,19200
L00970,Nissan,2015,185400,Riyadh,fair,17,36,2025-06,17900
L00971,Mazda,2012,260500,Makkah,good,15,21,2024-04,12500
L00972,Kia,2016,153000,Riyadh,fair,8,27,2024-11,27900
L00973,Mercedes,2008,320500,Riyadh,good,8,88,2025-03,26900
L00974,Lexus,2016,180700,Dammam,good,7,57,2025-09,65800
L00975,Mazda,2019,138800,Makkah,good,14,80,2024-10,36000
L00976,Mercedes,2008,304800,Riyadh,excellent,17,4,2025-05,18400
L00977,Nissan,2014,267300,Jeddah,fair,22,20,2025-04,24300
L00978,Ford,2014,238700,Jeddah,good,4,73,2024-08,13400
L00979,Lexus,2012,306800,Riyadh,excellent,8,37,2025-07,55200
L00980,Hyundai,2023,61200,Riyadh,fair,20,9,2025-02,59400
L00981,Nissan,2009,294200,Dammam,good,10,3,2025-03,11100
L00982,Nissan,2021,88100,Riyadh,excellent,9,37,2024-11,36400
L00983,Chevrolet,2018,154500,Riyadh,good,15,25,2025-09,26200
L00984,Nissan,2024,53300,Riyadh,excellent,22,50,2024-02,54400
L00985,Nissan,2016,171800,Madinah,excellent,15,63,2024-02,23000
L00986,Nissan,2022,80500,Jeddah,good,16,56,2024-11,87000
L00987,Hyundai,2017,233900,Riyadh,excellent,14,6,2025-04,37900
L00988,Toyota,2009,308400,Jeddah,good,3,40,2025-09,8000
L00989,Hyundai,2018,122500,Jeddah,fair,8,28,2025-02,33300
L00990,Toyota,2020,85000,Dammam,excellent,22,2,2024-06,59900
L00991,Toyota,2020,98100,Makkah,fair,10,27,2024-04,32000
L00992,Hyundai,2013,242100,Riyadh,good,22,40,2025-06,15500
L00993,Hyundai,2017,140300,Riyadh,good,16,31,2024-10,23000
L00994,Toyota,2019,120000,Dammam,fair,22,56,2024-11,54400
L00995,Toyota,2014,270000,Dammam,good,7,21,2025-02,27600
L00996,Hyundai,2010,301400,Makkah,fair,22,50,2024-06,12400
L00997,Mercedes,2021,88100,Riyadh,good,3,15,2024-01,170900
L00998,Kia,2016,210100,Makkah,good,10,36,2025-03,32200
L00999,Hyundai,2017,171000,Riyadh,excellent,11,49,2024-04,33900
L01000,Toyota,2019,126100,Riyadh,fair,12,29,2024-03,23700
L01001,Chevrolet,2009,409800,Riyadh,good,8,5,2024-09,14900
L01002,Ford,2008,360300,Riyadh,excellent,5,73,2025-05,11400
L01003,Nissan,2024,32400,Makkah,good,13,30,2024-02,68400
L01004,Nissan,2017,152300,Makkah,good,14,79,2024-09,22600
L01005,Kia,2009,248100,Riyadh,good,18,41,2025-06,8000
L01006,BMW,2019,115000,Jeddah,good,13,0,2025-06,65600
L01007,Mazda,2013,303000,Riyadh,good,24,67,2024-08,15300
L01008,Toyota,2018,177800,Riyadh,good,20,60,2024-03,27800
L01009,Hyundai,2024,28000,Riyadh,fair,13,74,2025-01,97300
L01010,Kia,2021,88600,Jeddah,excellent,10,51,2024-11,73300
L01011,Hyundai,2018,121000,Jeddah,fair,7,88,2025-02,40500
L01012,Toyota,2012,259800,Riyadh,good,18,84,2025-04,15100
L01013,Kia,2023,69300,Dammam,fair,8,22,2025-01,71600
L01014,Toyota,2012,269900,Riyadh,good,23,28,2025-10,8500
L01015,Toyota,2012,186800,Makkah,fair,12,10,2024-03,21800
L01016,Chevrolet,2017,111800,Dammam,excellent,3,19,2024-05,30100
L01017,Kia,2009,317500,Riyadh,good,24,8,2024-08,9800
L01018,Hyundai,2025,5500,Madinah,good,17,2,2024-04,97800
L01019,Lexus,2018,140100,Riyadh,good,18,75,2024-05,97100
L01020,Ford,2022,56600,Jeddah,good,6,74,2024-05,60000
L01021,Hyundai,2017,179800,Jeddah,good,4,66,2024-06,20900
L01022,Hyundai,2008,303000,Riyadh,good,6,17,2025-07,16600
L01023,Ford,2018,149700,Riyadh,good,7,61,2024-01,45800
L01024,Hyundai,2021,69000,Jeddah,fair,12,19,2024-05,61300
L01025,Ford,2012,276000,Dammam,good,3,57,2024-04,8300
L01026,Kia,2012,289300,Riyadh,excellent,14,7,2025-04,13100
L01027,Hyundai,2020,86000,Jeddah,good,19,0,2024-04,62200
L01028,Mercedes,2009,320000,Riyadh,excellent,14,39,2025-08,21600
L01029,Ford,2024,20800,Dammam,good,18,76,2024-04,84900
L01030,Toyota,2011,263800,Riyadh,excellent,11,44,2025-06,17700
L01031,Hyundai,2017,150700,Riyadh,fair,19,41,2024-01,18600
L01032,Lexus,2017,160300,Dammam,good,12,45,2025-08,63700
L01033,Toyota,2010,347700,Madinah,excellent,16,71,2024-02,15600
L01034,Toyota,2014,206500,Jeddah,fair,4,28,2025-10,22000
L01035,Toyota,2010,390600,Makkah,excellent,8,36,2024-06,8000
L01036,Hyundai,2008,373600,Riyadh,excellent,18,88,2024-08,8000
L01037,Toyota,2011,256100,Riyadh,fair,21,48,2025-02,27800
L01038,Toyota,2021,82100,Riyadh,good,23,23,2025-02,69200
L01039,Mazda,2025,500,Jeddah,good,4,40,2025-06,72700
L01040,Mazda,2008,342800,Riyadh,fair,19,87,2025-09,11700
L01041,Chevrolet,2008,394300,Riyadh,good,20,9,2025-05,8000
L01042,Nissan,2012,249200,Jeddah,good,18,2,2025-09,12800
L01043,Toyota,2013,240600,Riyadh,good,16,55,2024-08,10600
L01044,Toyota,2009,284700,Makkah,excellent,4,3,2025-10,9600
L01045,Lexus,2025,33400,Jeddah,excellent,17,0,2025-09,201800
L01046,Hyundai,2018,148000,Riyadh,excellent,8,39,2024-04,36500
L01047,Hyundai,2022,69100,Riyadh,fair,19,57,2024-02,59200
L01048,Hyundai,2022,82900,Riyadh,excellent,3,40,2024-08,40100
L01049,Nissan,2022,79800,Jeddah,good,20,16,2025-08,43800
L01050,Nissan,2024,39900,Jeddah,good,7,58,2025-04,91700
L01051,Toyota,2019,123300,Riyadh,good,5,72,2025-02,34100
L01052,BMW,2014,252200,Riyadh,fair,3,45,2024-07,72500
L01053,Ford,2016,199300,Dammam,excellent,12,73,2024-09,24000
L01054,Ford,2019,138900,Jeddah,excellent,18,85,2025-08,29800
L01055,Toyota,2023,59800,Riyadh,good,15,11,2024-02,56900
L01056,Nissan,2016,165600,Makkah,excellent,14,88,2025-01,26600
L01057,Toyota,2011,308000,Dammam,good,11,51,2024-06,25000
L01058,Chevrolet,2017,155900,Jeddah,good,14,5,2025-03,20500
L01059,Toyota,2014,260000,Riyadh,good,6,70,2024-09,25300
L01060,Ford,2020,111600,Dammam,good,24,10,2024-07,31100
L01061,Kia,2017,177100,Dammam,excellent,7,23,2024-11,31200
L01062,Hyundai,2015,182800,Dammam,good,16,37,2024-02,22500
L01063,Hyundai,2023,55800,Riyadh,good,7,21,2024-08,50500
L01064,Toyota,2022,109600,Jeddah,excellent,16,76,2024-03,31900
L01065,Toyota,2008,336100,Riyadh,good,7,46,2024-01,16500
L01066,Toyota,2009,260400,Makkah,fair,21,67,2025-04,11100
L01067,Toyota,2011,315500,Riyadh,fair,11,76,2024-04,8000
L01068,Mazda,2008,318700,Jeddah,good,10,47,2025-02,15200
L01069,Lexus,2017,158900,Riyadh,good,8,44,2024-06,66000
L01070,Mazda,2014,226700,Dammam,excellent,14,53,2025-04,15500
L01071,Toyota,2015,159500,Jeddah,good,22,77,2024-01,15300
L01072,Lexus,2014,225400,Riyadh,good,11,47,2025-09,39600
L01073,BMW,2009,335900,Makkah,good,19,56,2024-06,18000
L01074,Ford,2017,142100,Riyadh,fair,3,77,2024-03,31800
L01075,Mazda,2022,105700,Dammam,good,23,1,2024-09,62200
L01076,Toyota,2025,19300,Riyadh,good,23,33,2025-04,76800
L01077,Mercedes,2024,36700,Makkah,excellent,8,64,2025-09,125800
L01078,Toyota,2019,118200,Dammam,good,11,48,2024-09,58500
L01079,Toyota,2010,281500,Jeddah,good,17,58,2024-05,10000
L01080,Toyota,2025,10700,Jeddah,excellent,20,33,2024-10,43100
L01081,Kia,2022,77900,Jeddah,excellent,18,3,2024-02,46600
L01082,Chevrolet,2008,284200,Riyadh,fair,4,66,2025-05,15500
L01083,Hyundai,2015,198800,Jeddah,good,5,62,2025-06,27600
L01084,Chevrolet,2022,59700,Riyadh,excellent,20,87,2024-12,58200
L01085,Nissan,2024,24000,Jeddah,excellent,8,43,2024-07,78000
L01086,Lexus,2013,235000,Riyadh,good,24,38,2024-05,48200
L01087,Chevrolet,2010,328000,Riyadh,good,8,68,2024-11,12400
L01088,Hyundai,2009,365100,Jeddah,excellent,20,24,2025-05,10900
L01089,Toyota,2024,34400,Madinah,excellent,4,52,2025-01,116500
L01090,Chevrolet,2008,354600,Riyadh,good,8,66,2024-07,8300
L01091,Ford,2024,37900,Dammam,good,5,3,2025-04,79200
L01092,Nissan,2011,314700,Dammam,good,22,41,2024-06,18100
L01093,Toyota,2008,344600,Dammam,fair,22,32,2024-07,11600
L01094,Kia,2018,212200,Madinah,good,8,27,2025-03,30400
L01095,Hyundai,2010,324000,Madinah,good,24,85,2025-02,8000
L01096,Nissan,2013,330500,Madinah,fair,9,43,2024-10,20600
L01097,Hyundai,2014,258600,Dammam,good,4,50,2025-05,12500
L01098,Chevrolet,2017,185500,Makkah,excellent,12,44,2024-03,17900
L01099,Chevrolet,2024,48900,Jeddah,fair,18,75,2025-02,63900
L01100,Toyota,2011,316000,Makkah,fair,5,69,2024-03,8000
L01101,Mercedes,2023,72700,Dammam,good,13,62,2025-08,142100
L01102,Chevrolet,2020,83800,Jeddah,fair,15,37,2025-08,48400
L01103,Mercedes,2017,146200,Jeddah,good,17,41,2025-02,70800
L01104,Toyota,2021,113500,Jeddah,excellent,20,39,2024-10,41900
L01105,Ford,2008,308700,Riyadh,excellent,7,15,2025-09,8000
L01106,Mercedes,2025,23700,Riyadh,excellent,24,18,2024-11,196300
L01107,Mercedes,2008,357900,Riyadh,good,13,66,2024-05,27200
L01108,Nissan,2018,108900,Jeddah,good,12,65,2024-03,34500
L01109,Nissan,2024,40600,Dammam,fair,20,31,2025-04,79600
L01110,Mazda,2013,243800,Riyadh,good,16,31,2024-05,17300
L01111,Toyota,2017,183000,Dammam,good,13,49,2024-05,44100
L01112,Toyota,2014,236300,Jeddah,excellent,16,38,2024-05,21300
L01113,Ford,2023,34200,Jeddah,fair,8,32,2024-11,66000
L01114,Toyota,2020,129100,Jeddah,good,22,35,2025-08,49900
L01115,Toyota,2022,92800,Dammam,excellent,20,6,2025-01,65900
L01116,Toyota,2016,158800,Riyadh,fair,4,89,2024-05,20400
L01117,Toyota,2009,326400,Riyadh,fair,24,6,2024-10,12500
L01118,Nissan,2020,103800,Makkah,fair,15,12,2024-02,66500
L01119,Hyundai,2015,218800,Riyadh,excellent,7,15,2025-02,21500
L01120,Mazda,2014,223400,Riyadh,excellent,6,26,2024-03,14600
L01121,Kia,2023,66100,Jeddah,excellent,23,73,2024-07,51200
L01122,BMW,2014,192200,Riyadh,good,23,41,2024-08,75600
L01123,Toyota,2022,91500,Jeddah,good,18,3,2024-04,61700
L01124,Kia,2013,232600,Makkah,good,23,19,2025-07,14300
L01125,Kia,2011,172900,Jeddah,good,6,46,2024-05,18700
L01126,Toyota,2021,101200,Madinah,fair,18,53,2024-02,34900
L01127,Toyota,2018,140100,Riyadh,good,20,43,2025-07,26100
L01128,Toyota,2009,257600,Riyadh,good,19,62,2024-03,8000
L01129,Hyundai,2019,116100,Jeddah,good,12,74,2025-02,38100
L01130,Kia,2025,12600,Dammam,good,4,31,2024-10,48700
L01131,Toyota,2008,308700,Riyadh,fair,15,51,2024-06,8200
L01132,Nissan,2016,203500,Riyadh,good,23,83,2025-02,35200
L01133,Hyundai,2018,169100,Jeddah,good,19,72,2025-08,25700
L01134,Lexus,2019,144700,Makkah,good,24,39,2024-08,194100
L01135,Mercedes,2009,369600,Madinah,good,7,17,2024-06,40400
L01136,Nissan,2023,85800,Riyadh,good,24,51,2025-08,33800
L01137,Kia,2021,107100,Makkah,excellent,22,30,2025-06,53800
L01138,Mercedes,2012,224900,Jeddah,excellent,11,71,2025-05,43700
L01139,Toyota,2015,143400,Dammam,excellent,18,84,2025-01,16400
L01140,Toyota,2016,192600,Dammam,good,16,43,2024-04,31200
L01141,Kia,2021,56500,Madinah,good,8,35,2024-02,53200
L01142,Kia,2009,349200,Riyadh,good,24,67,2024-10,11300
L01143,Kia,2020,120100,Riyadh,good,19,53,2025-10,30400
L01144,Toyota,2017,201500,Dammam,fair,20,72,2024-02,25200
L01145,Toyota,2012,272800,Riyadh,fair,23,85,2025-06,15800
L01146,Ford,2012,283900,Riyadh,good,4,26,2024-10,18500
L01147,Toyota,2024,9800,Jeddah,good,3,25,2024-07,38200
L01148,Hyundai,2012,312900,Riyadh,fair,23,27,2025-10,16900
L01149,Toyota,2023,76300,Jeddah,excellent,22,5,2024-04,69000
L01150,Toyota,2014,208000,Madinah,fair,14,18,2024-09,28000
L01151,Toyota,2014,232900,Jeddah,fair,23,72,2024-11,24000
L01152,Nissan,2010,314000,Riyadh,excellent,19,1,2025-06,16100
L01153,Toyota,2019,92900,Dammam,fair,18,84,2025-08,39400
L01154,Kia,2017,186800,Dammam,excellent,21,15,2024-02,41500
L01155,Ford,2015,167600,Riyadh,good,9,67,2024-07,17400
L01156,Toyota,2024,27100,Makkah,good,6,6,2025-07,63400
L01157,Chevrolet,2023,42300,Riyadh,excellent,17,36,2025-08,45600
L01158,Toyota,2011,334800,Jeddah,excellent,14,67,2024-04,10200
L01159,Nissan,2008,365700,Dammam,good,16,22,2024-06,10900
L01160,Hyundai,2020,131700,Makkah,good,20,71,2024-12,43300
L01161,Ford,2009,346200,Jeddah,good,9,63,2024-07,8200
L01162,Chevrolet,2012,330000,Dammam,fair,23,33,2025-04,15000
L01163,Hyundai,2021,103100,Riyadh,good,4,5,2024-05,66200
L01164,Toyota,2024,52700,Riyadh,fair,15,34,2025-03,60600
L01165,Nissan,2023,39800,Jeddah,good,10,21,2024-12,56000
L01166,Toyota,2021,102600,Jeddah,good,16,86,2024-09,46900
L01167,Mazda,2025,11000,Dammam,fair,15,67,2025-09,60300
L01168,Hyundai,2023,81500,Jeddah,good,19,39,2025-01,46900
L01169,Kia,2023,78900,Makkah,excellent,10,57,2024-06,45300
L01170,Chevrolet,2020,102600,Riyadh,good,20,12,2024-06,40600
L01171,BMW,2020,133400,Riyadh,good,13,43,2025-10,103700
L01172,Kia,2013,230200,Dammam,good,8,33,2025-06,15100
