request_id,district,category,hour_of_day,day_of_week,month,is_ramadan,resolution_hours
R005544,district_03,waste,23,Mon,10,0,70.3
R005545,district_01,encroachment,8,Tue,2,0,37.4
R005546,district_22,encroachment,21,Sun,7,0,7.3
R005547,district_21,lighting,3,Tue,5,0,8.5
R005548,district_22,lighting,4,Wed,11,0,101.4
R005549,district_21,flooding,7,Thu,5,1,10.5
R005550,district_20,road_damage,18,Wed,10,0,47.1
R005551,district_12,waste,22,Fri,10,0,110.2
R005552,district_20,road_damage,10,Tue,9,0,119.6
R005553,district_16,waste,18,Mon,12,0,18.0
R005554,district_19,road_damage,22,Sun,11,0,25.9
R005555,district_21,road_damage,20,Sun,5,0,38.0
R005556,district_12,waste,17,Wed,9,0,19.7
R005557,district_24,flooding,4,Wed,1,0,26.1
R005558,district_09,road_damage,14,Wed,12,0,17.0
R005559,district_11,road_damage,23,Sun,8,0,46.0
R005560,district_09,lighting,9,Mon,11,0,100.4
R005561,district_23,waste,17,Tue,9,0,38.6
R005562,district_04,waste,9,Sun,4,0,85.9
R005563,district_17,waste,23,Mon,1,0,59.6
R005564,district_23,waste,3,Thu,9,0,19.4
R005565,district_02,waste,2,Sun,7,0,17.6
R005566,district_01,encroachment,2,Fri,8,0,42.4
R005567,district_07,waste,16,Thu,9,0,35.0
R005568,district_22,lighting,5,Sun,12,1,31.2
R005569,district_06,lighting,10,Thu,5,0,12.1
R005570,district_09,flooding,13,Fri,10,0,38.8
R005571,district_09,road_damage,18,Sun,10,0,16.1
R005572,district_08,flooding,8,Mon,1,1,40.8
R005573,district_09,road_damage,10,Sat,9,0,18.9
R005574,district_11,encroachment,11,Sun,4,0,33.7
R005575,district_24,lighting,21,Fri,1,0,17.7
R005576,district_12,road_damage,1,Thu,7,0,106.9
R005577,district_20,waste,18,Thu,12,0,44.7
R005578,district_23,road_damage,15,Fri,2,1,69.6
R005579,district_11,lighting,13,Sun,12,0,62.3
R005580,district_04,waste,21,Sat,9,1,36.1
R005581,district_17,waste,0,Tue,1,0,80.5
R005582,district_09,waste,17,Tue,4,0,50.3
R005583,district_14,lighting,23,Mon,6,0,55.6
R005584,district_19,waste,0,Wed,11,0,63.2
R005585,district_20,waste,15,Thu,11,0,123.3
R005586,district_14,waste,2,Sun,12,0,36.3
R005587,district_06,waste,3,Tue,9,0,37.8
R005588,district_19,encroachment,18,Thu,10,0,83.1
R005589,district_18,road_damage,0,Wed,2,0,62.5
R005590,district_23,flooding,20,Mon,7,0,63.4
R005591,district_20,flooding,11,Sun,5,0,76.3
R005592,district_24,encroachment,5,Sat,10,0,107.3
R005593,district_16,encroachment,6,Wed,4,0,41.9
R005594,district_03,waste,19,Thu,11,0,49.0
R005595,district_06,road_damage,4,Sat,3,0,91.0
R005596,district_23,flooding,16,Sat,10,0,43.9
R005597,district_15,waste,5,Mon,4,0,85.9
R005598,district_17,lighting,3,Sat,5,0,84.4
R005599,district_14,road_damage,22,Mon,5,0,70.4
R005600,district_19,road_damage,1,Tue,4,0,26.0
R005601,district_04,road_damage,7,Tue,11,0,21.9
R005602,district_15,flooding,4,Tue,5,0,47.1
R005603,district_18,lighting,15,Sun,3,0,184.0
R005604,district_20,waste,19,Thu,8,0,63.4
R005605,district_07,road_damage,23,Sun,10,0,48.4
R005606,district_16,encroachment,14,Mon,6,0,71.5
R005607,district_10,road_damage,18,Sun,11,1,54.7
R005608,district_23,road_damage,13,Sat,12,0,26.0
R005609,district_02,encroachment,20,Wed,4,0,43.8
R005610,district_10,lighting,6,Mon,2,1,46.8
R005611,district_22,waste,11,Sat,9,0,91.4
R005612,district_04,lighting,7,Tue,6,0,40.9
R005613,district_14,waste,17,Wed,5,0,33.5
R005614,district_12,lighting,17,Thu,3,0,70.8
R005615,district_13,encroachment,5,Sun,8,0,29.0
R005616,district_24,waste,8,Wed,9,0,18.7
R005617,district_16,waste,12,Thu,9,0,115.8
R005618,district_05,waste,12,Sat,9,0,50.5
R005619,district_03,road_damage,8,Tue,7,0,80.2
R005620,district_07,road_damage,12,Mon,9,0,145.2
R005621,district_05,lighting,22,Fri,10,0,3.5
R005622,district_08,lighting,12,Sat,8,0,120.2
R005623,district_14,road_damage,7,Sat,7,0,26.6
R005624,district_22,lighting,19,Thu,2,0,41.5
R005625,district_23,flooding,13,Fri,12,1,36.7
R005626,district_02,waste,17,Sun,4,0,69.0
R005627,district_18,encroachment,7,Thu,5,0,62.3
R005628,district_18,road_damage,20,Fri,1,0,75.5
R005629,district_20,road_damage,21,Thu,7,0,199.1
R005630,district_06,waste,16,Mon,11,0,20.4
R005631,district_05,waste,21,Thu,7,0,75.5
R005632,district_07,flooding,21,Fri,7,0,109.9
R005633,district_11,lighting,22,Sat,3,0,40.7
R005634,district_20,lighting,10,Sun,6,0,42.0
R005635,district_01,waste,14,Sun,7,0,59.3
R005636,district_14,waste,21,Fri,5,0,35.0
R005637,district_10,road_damage,10,Tue,6,0,80.9
R005638,district_04,waste,0,Mon,4,0,40.1
R005639,district_07,waste,15,Fri,4,0,48.6
R005640,district_09,waste,11,Sun,9,0,61.6
R005641,district_16,road_damage,0,Sun,1,1,66.5
R005642,district_10,waste,8,Mon,3,0,60.8
R005643,district_03,road_damage,13,Mon,12,0,60.0
R005644,district_02,road_damage,23,Sun,3,0,90.4
R005645,district_02,waste,23,Tue,3,0,44.7
R005646,district_14,road_damage,2,Sat,4,0,135.8
R005647,district_07,waste,3,Thu,4,0,30.5
R005648,district_08,road_damage,9,Sun,8,0,51.3
R005649,district_12,encroachment,9,Sat,4,0,6.2
R005650,district_01,waste,19,Sat,8,0,47.0
R005651,district_22,encroachment,13,Mon,12,0,78.6
R005652,district_24,encroachment,15,Tue,5,0,195.4
R005653,district_24,encroachment,14,Sun,2,0,9.2
R005654,district_14,waste,20,Sat,2,0,93.0
R005655,district_08,road_damage,6,Sat,5,1,17.4
R005656,district_07,road_damage,7,Fri,10,0,72.5
R005657,district_06,waste,13,Wed,4,0,74.5
R005658,district_08,flooding,23,Tue,10,0,40.2
R005659,district_09,waste,16,Sun,10,0,114.4
R005660,district_11,flooding,14,Fri,9,0,37.6
R005661,district_08,road_damage,10,Mon,12,0,67.2
R005662,district_04,encroachment,4,Fri,7,0,98.7
R005663,district_24,waste,11,Fri,2,0,75.8
R005664,district_17,waste,6,Mon,5,0,83.7
R005665,district_04,waste,14,Sun,11,0,53.4
R005666,district_06,waste,20,Tue,10,0,125.2
R005667,district_22,road_damage,6,Sat,6,0,17.5
R005668,district_01,road_damage,15,Sun,2,0,61.0
R005669,district_23,road_damage,6,Tue,2,0,54.6
R005670,district_12,waste,12,Mon,5,0,31.6
R005671,district_14,waste,13,Sat,3,0,93.8
R005672,district_07,lighting,10,Sat,12,0,64.0
R005673,district_17,lighting,19,Sat,4,0,118.2
R005674,district_11,road_damage,3,Wed,6,0,63.1
R005675,district_07,flooding,7,Wed,2,0,80.6
R005676,district_16,waste,13,Thu,12,0,77.2
R005677,district_05,waste,18,Sat,4,0,21.2
R005678,district_13,road_damage,6,Mon,3,0,45.4
R005679,district_05,lighting,18,Fri,9,0,118.6
R005680,district_10,waste,19,Wed,2,0,44.3
R005681,district_19,waste,2,Tue,2,0,45.3
R005682,district_07,waste,15,Sun,1,0,153.0
R005683,district_16,road_damage,12,Sat,10,0,46.2
R005684,district_15,waste,2,Wed,8,0,74.2
R005685,district_13,lighting,5,Thu,11,0,160.1
R005686,district_01,waste,17,Sat,9,0,34.8
R005687,district_20,waste,2,Sat,2,0,26.2
R005688,district_24,road_damage,8,Thu,10,0,42.6
R005689,district_24,lighting,6,Sat,10,0,33.1
R005690,district_21,encroachment,19,Sun,3,0,23.1
R005691,district_11,waste,15,Thu,9,0,59.8
R005692,district_17,road_damage,19,Mon,6,0,20.7
R005693,district_11,road_damage,1,Wed,6,0,32.9
R005694,district_22,encroachment,3,Tue,2,0,50.2
R005695,district_24,flooding,1,Thu,10,0,75.0
R005696,district_16,waste,0,Sun,1,0,41.8
R005697,district_03,encroachment,0,Thu,9,0,32.5
R005698,district_02,road_damage,1,Tue,5,0,9.8
R005699,district_21,waste,16,Tue,5,1,29.0
R005700,district_22,waste,17,Sun,5,0,23.2
R005701,district_08,lighting,5,Wed,2,0,65.3
R005702,district_07,encroachment,19,Sat,10,0,72.5
R005703,district_16,road_damage,19,Fri,9,0,62.6
R005704,district_22,waste,22,Thu,4,0,17.6
R005705,district_21,lighting,17,Mon,8,0,51.5
R005706,district_01,flooding,4,Sun,8,0,90.3
R005707,district_02,waste,22,Mon,6,0,53.9
R005708,district_20,waste,5,Sun,9,0,53.7
R005709,district_22,road_damage,5,Thu,5,0,24.4
R005710,district_19,waste,14,Mon,12,0,73.7
R005711,district_09,encroachment,3,Tue,3,0,36.4
R005712,district_24,flooding,18,Sat,8,0,47.2
R005713,district_09,road_damage,9,Sat,7,0,58.9
R005714,district_03,road_damage,0,Sat,7,0,54.1
R005715,district_14,road_damage,2,Thu,10,0,40.4
R005716,district_05,lighting,4,Fri,5,0,36.7
R005717,district_01,lighting,13,Sun,11,0,45.3
R005718,district_08,waste,5,Thu,8,1,29.1
R005719,district_20,road_damage,13,Wed,12,0,75.9
R005720,district_23,road_damage,19,Sun,10,0,132.2
R005721,district_21,lighting,19,Sat,3,0,78.9
R005722,district_04,waste,10,Fri,12,0,32.3
R005723,district_01,encroachment,18,Tue,11,0,21.6
R005724,district_14,road_damage,17,Tue,10,0,39.5
R005725,district_07,lighting,13,Sat,6,0,35.9
R005726,district_19,road_damage,5,Wed,7,0,46.9
R005727,district_01,waste,12,Wed,12,0,79.9
R005728,district_02,lighting,19,Sun,9,0,31.0
R005729,district_22,lighting,6,Thu,4,0,17.9
R005730,district_09,lighting,1,Wed,5,0,91.6
R005731,district_02,flooding,15,Sun,2,0,49.3
R005732,district_19,lighting,0,Mon,3,0,74.1
R005733,district_01,lighting,16,Sat,6,0,117.9
R005734,district_21,road_damage,11,Mon,12,0,26.3
R005735,district_04,waste,20,Sat,3,0,62.6
R005736,district_07,lighting,11,Wed,4,0,62.9
R005737,district_14,waste,15,Fri,6,0,153.2
R005738,district_15,waste,23,Thu,1,0,28.3
R005739,district_07,lighting,6,Sat,11,1,63.5
R005740,district_07,road_damage,15,Thu,6,1,55.6
R005741,district_19,encroachment,18,Tue,2,1,6.8
R005742,district_19,road_damage,4,Mon,7,0,25.3
R005743,district_23,road_damage,19,Fri,10,0,48.1
R005744,district_13,road_damage,4,Mon,1,0,34.1
R005745,district_17,road_damage,6,Sat,10,0,25.2
R005746,district_19,road_damage,6,Wed,1,0,67.3
R005747,district_20,lighting,16,Mon,5,0,15.1
R005748,district_18,road_damage,17,Tue,12,0,17.3
R005749,district_11,waste,23,Sat,4,0,39.7
R005750,district_19,encroachment,20,Tue,7,0,45.2
R005751,district_12,waste,14,Fri,11,1,6.3
R005752,district_01,lighting,23,Thu,2,0,29.8
R005753,district_14,road_damage,15,Wed,5,0,50.4
R005754,district_07,lighting,21,Tue,11,0,108.9
R005755,district_24,flooding,18,Sun,7,0,27.2
R005756,district_16,lighting,11,Wed,11,0,12.6
R005757,district_16,waste,19,Mon,5,0,43.5
R005758,district_03,waste,10,Sun,7,0,38.4
R005759,district_19,flooding,22,Sat,3,0,37.7
R005760,district_07,waste,18,Tue,9,0,34.6
R005761,district_22,waste,18,Sun,2,0,24.2
R005762,district_05,road_damage,6,Sun,3,0,239.6
R005763,district_13,road_damage,20,Tue,7,0,40.1
R005764,district_17,road_damage,5,Tue,8,0,36.6
R005765,district_23,waste,8,Tue,9,0,49.2
R005766,district_03,waste,16,Mon,5,0,75.6
R005767,district_24,road_damage,0,Tue,8,0,60.7
R005768,district_01,road_damage,13,Fri,12,0,29.0
R005769,district_19,waste,15,Wed,2,0,39.3
R005770,district_24,encroachment,8,Thu,9,0,37.7
R005771,district_10,road_damage,13,Fri,3,0,37.8
R005772,district_15,road_damage,9,Fri,9,0,53.4
R005773,district_05,road_damage,7,Sat,5,0,105.8
R005774,district_03,encroachment,20,Tue,7,0,9.3
R005775,district_04,waste,6,Thu,2,0,7.2
R005776,district_17,waste,23,Fri,5,0,111.4
R005777,district_20,encroachment,0,Sat,7,0,21.6
R005778,district_24,waste,17,Wed,5,0,73.0
R005779,district_16,waste,5,Sun,4,0,86.9
R005780,district_16,road_damage,12,Sun,12,1,60.6
R005781,district_05,waste,15,Wed,7,0,57.4
R005782,district_13,flooding,23,Sat,4,0,94.0
R005783,district_20,waste,6,Tue,12,0,41.4
R005784,district_22,road_damage,7,Sat,7,0,36.6
R005785,district_21,road_damage,21,Mon,8,0,41.2
R005786,district_16,flooding,7,Sun,5,1,29.7
R005787,district_09,flooding,1,Mon,7,0,42.6
R005788,district_17,lighting,15,Sat,8,0,29.9
R005789,district_14,waste,15,Tue,4,0,131.2
R005790,district_18,waste,23,Wed,3,0,43.8
R005791,district_18,lighting,13,Sun,10,0,106.5
R005792,district_17,flooding,10,Mon,6,0,73.6
R005793,district_03,lighting,3,Sun,12,0,5.9
R005794,district_17,road_damage,0,Thu,7,0,85.2
R005795,district_03,flooding,22,Thu,9,0,4.4
R005796,district_20,waste,6,Thu,11,0,25.9
R005797,district_24,road_damage,6,Fri,4,0,76.6
R005798,district_18,encroachment,22,Wed,6,0,46.2
R005799,district_08,encroachment,12,Sat,3,0,34.2
R005800,district_03,flooding,17,Thu,5,0,78.0
R005801,district_15,road_damage,16,Mon,12,0,43.8
R005802,district_05,flooding,19,Fri,7,0,40.2
R005803,district_07,waste,4,Thu,2,1,61.3
R005804,district_08,road_damage,18,Wed,8,0,37.7
R005805,district_08,waste,10,Sun,3,0,57.4
R005806,district_22,encroachment,22,Fri,4,1,24.1
R005807,district_07,encroachment,1,Fri,5,0,56.8
R005808,district_17,waste,22,Fri,12,0,25.5
R005809,district_13,waste,21,Mon,6,0,162.4
R005810,district_03,waste,4,Sat,8,1,57.0
R005811,district_24,road_damage,13,Wed,1,0,67.4
R005812,district_03,encroachment,1,Thu,12,0,21.3
R005813,district_14,encroachment,10,Wed,3,0,39.8
R005814,district_22,flooding,23,Mon,6,0,121.4
R005815,district_19,waste,11,Fri,9,0,213.9
R005816,district_10,waste,20,Tue,10,0,94.2
R005817,district_10,waste,9,Sun,10,0,24.1
R005818,district_08,road_damage,20,Wed,3,0,18.9
R005819,district_01,encroachment,14,Sat,1,0,25.2
R005820,district_21,flooding,12,Mon,9,1,120.4
R005821,district_01,road_damage,19,Tue,12,0,35.1
R005822,district_03,road_damage,18,Fri,4,0,197.8
R005823,district_15,waste,0,Sun,5,0,23.1
R005824,district_09,lighting,22,Mon,3,0,30.8
R005825,district_21,waste,20,Mon,3,1,45.6
R005826,district_10,waste,4,Fri,12,0,74.7
R005827,district_21,lighting,18,Fri,9,0,39.8
R005828,district_02,road_damage,22,Fri,7,0,44.5
R005829,district_17,road_damage,6,Sat,12,0,55.6
R005830,district_01,waste,23,Sat,9,0,42.4
R005831,district_08,waste,0,Sat,4,0,28.4
R005832,district_17,encroachment,22,Sun,7,0,37.0
R005833,district_10,waste,8,Sat,4,0,46.8
R005834,district_06,flooding,15,Sat,3,0,124.7
R005835,district_02,waste,13,Sat,6,0,87.7
R005836,district_10,waste,3,Mon,7,0,52.5
R005837,district_04,waste,14,Tue,3,0,77.2
R005838,district_13,flooding,19,Mon,5,0,40.5
R005839,district_21,encroachment,15,Tue,5,0,61.3
R005840,district_22,waste,4,Sat,4,0,17.2
R005841,district_07,road_damage,0,Sat,1,0,52.6
R005842,district_04,waste,0,Sat,12,0,77.1
R005843,district_09,road_damage,15,Sun,5,0,83.7
R005844,district_07,waste,21,Sun,2,0,42.5
R005845,district_13,encroachment,14,Thu,4,0,34.9
R005846,district_18,waste,23,Tue,5,0,82.9
R005847,district_19,lighting,2,Thu,3,0,73.9
R005848,district_01,waste,22,Tue,4,1,29.2
R005849,district_13,road_damage,18,Mon,9,0,68.9
R005850,district_05,waste,4,Sat,4,0,99.0
R005851,district_17,road_damage,2,Mon,7,1,84.6
R005852,district_09,encroachment,13,Wed,7,0,88.7
R005853,district_15,encroachment,20,Sat,2,0,136.1
R005854,district_03,waste,20,Thu,12,1,43.1
R005855,district_20,lighting,22,Thu,11,0,43.9
R005856,district_21,lighting,15,Thu,1,0,58.8
R005857,district_13,lighting,4,Thu,1,0,85.0
R005858,district_05,flooding,0,Sat,3,0,31.1
R005859,district_01,lighting,15,Tue,1,0,85.3
R005860,district_05,road_damage,2,Wed,10,0,98.9
R005861,district_17,lighting,11,Mon,1,0,56.0
R005862,district_15,flooding,5,Sun,8,0,79.0
R005863,district_11,lighting,9,Sat,2,0,49.6
R005864,district_06,encroachment,1,Fri,10,0,94.3
R005865,district_20,waste,14,Wed,3,0,17.9
R005866,district_21,lighting,8,Mon,8,1,71.7
R005867,district_13,lighting,0,Sat,5,0,85.7
R005868,district_18,waste,8,Tue,3,0,31.1
R005869,district_13,waste,21,Tue,4,0,39.4
R005870,district_08,encroachment,21,Thu,8,0,52.8
R005871,district_05,waste,12,Thu,4,0,83.8
R005872,district_14,road_damage,18,Sat,10,0,36.7
R005873,district_24,road_damage,21,Fri,7,0,47.7
R005874,district_10,road_damage,2,Fri,12,0,13.6
R005875,district_07,flooding,18,Wed,2,0,42.4
R005876,district_13,road_damage,6,Thu,3,0,109.5
R005877,district_23,road_damage,19,Thu,6,0,91.5
R005878,district_23,road_damage,1,Sat,4,0,56.3
R005879,district_16,waste,3,Tue,2,0,93.1
R005880,district_19,waste,1,Sun,7,0,50.3
R005881,district_12,road_damage,13,Sun,7,1,118.6
R005882,district_13,road_damage,21,Mon,2,0,57.8
R005883,district_17,road_damage,4,Wed,2,0,55.8
R005884,district_24,flooding,12,Tue,12,0,31.9
R005885,district_13,road_damage,22,Wed,5,0,116.3
R005886,district_05,waste,13,Wed,3,0,109.4
R005887,district_19,waste,2,Fri,1,0,113.2
R005888,district_08,waste,3,Wed,8,0,56.3
R005889,district_15,encroachment,19,Tue,2,1,25.8
R005890,district_12,road_damage,6,Sat,8,0,104.6
R005891,district_15,road_damage,2,Sun,8,0,33.0
R005892,district_22,flooding,13,Sun,4,0,10.8
R005893,district_24,road_damage,19,Sat,6,0,35.0
R005894,district_16,road_damage,5,Fri,1,0,114.1
R005895,district_10,lighting,3,Sun,9,0,51.8
R005896,district_04,lighting,8,Fri,5,0,55.2
R005897,district_03,encroachment,2,Sat,10,0,50.8
R005898,district_21,lighting,7,Sun,7,0,88.4
R005899,district_20,road_damage,17,Wed,2,0,61.4
R005900,district_22,lighting,14,Thu,2,0,20.1
R005901,district_19,flooding,8,Sat,2,1,30.8
R005902,district_23,flooding,8,Sat,11,0,48.8
R005903,district_10,waste,3,Sat,11,0,77.1
R005904,district_12,waste,13,Thu,7,0,93.4
R005905,district_15,flooding,20,Sat,8,0,75.7
R005906,district_04,waste,11,Fri,9,0,70.4
R005907,district_23,road_damage,8,Sun,5,0,170.4
R005908,district_10,waste,8,Tue,4,0,12.4
R005909,district_21,waste,23,Fri,6,0,34.8
R005910,district_13,road_damage,19,Sat,4,0,139.3
R005911,district_10,road_damage,13,Tue,9,0,10.6
R005912,district_06,lighting,1,Fri,6,0,99.2
R005913,district_19,flooding,8,Mon,6,0,12.2
R005914,district_06,flooding,20,Mon,2,1,19.0
R005915,district_18,road_damage,6,Thu,10,0,11.4
R005916,district_08,waste,13,Tue,10,0,41.7
R005917,district_24,lighting,15,Fri,5,0,35.0
R005918,district_02,waste,19,Fri,8,0,39.1
R005919,district_12,encroachment,13,Wed,8,0,36.2
R005920,district_16,flooding,23,Mon,11,0,115.6
R005921,district_16,road_damage,13,Wed,9,0,5.5
R005922,district_08,waste,18,Tue,8,0,46.1
R005923,district_06,waste,16,Fri,6,0,62.9
R005924,district_03,road_damage,16,Sun,8,1,115.1
R005925,district_05,road_damage,1,Mon,2,0,31.3
R005926,district_05,road_damage,13,Fri,3,0,168.4
R005927,district_07,encroachment,19,Sat,3,0,26.8
R005928,district_07,lighting,16,Tue,9,1,70.6
R005929,district_24,flooding,14,Mon,1,0,28.9
R005930,district_07,road_damage,23,Thu,8,0,49.8
R005931,district_20,lighting,9,Mon,6,0,29.3
R005932,district_07,waste,21,Thu,10,0,170.1
R005933,district_06,road_damage,15,Sun,9,0,148.3
R005934,district_15,waste,12,Fri,8,0,15.6
R005935,district_01,encroachment,9,Tue,11,0,12.1
R005936,district_02,lighting,2,Wed,10,0,53.3
R005937,district_22,waste,21,Thu,7,0,83.8
R005938,district_17,flooding,20,Fri,3,0,15.1
R005939,district_17,waste,22,Thu,4,0,32.9
R005940,district_16,lighting,21,Sat,4,1,61.2
R005941,district_12,waste,5,Sat,9,0,48.0
R005942,district_07,waste,9,Mon,9,0,50.8
R005943,district_12,road_damage,2,Wed,10,0,35.9
R005944,district_03,road_damage,7,Tue,12,0,169.0
R005945,district_14,road_damage,8,Sun,12,0,42.6
R005946,district_18,waste,5,Wed,1,0,37.1
R005947,district_07,road_damage,0,Tue,6,0,23.3
R005948,district_07,road_damage,2,Thu,7,0,77.9
R005949,district_03,flooding,11,Sun,1,0,147.3
R005950,district_23,encroachment,4,Thu,9,0,38.5
R005951,district_13,encroachment,16,Wed,7,1,87.0
R005952,district_06,waste,6,Sun,9,0,51.8
R005953,district_02,road_damage,3,Mon,6,0,89.6
R005954,district_18,lighting,11,Mon,3,0,75.7
R005955,district_02,road_damage,23,Mon,2,0,44.7
R005956,district_03,lighting,10,Sun,1,0,51.1
R005957,district_12,road_damage,2,Sat,6,0,38.7
R005958,district_15,waste,9,Fri,2,0,51.4
R005959,district_03,road_damage,16,Mon,9,0,34.8
R005960,district_19,waste,12,Sat,4,1,57.7
R005961,district_11,road_damage,11,Tue,3,0,88.6
R005962,district_06,flooding,23,Fri,5,0,65.1
R005963,district_08,flooding,3,Thu,12,0,27.9
R005964,district_13,flooding,17,Sat,7,0,20.5
R005965,district_14,flooding,4,Sun,7,0,34.4
R005966,district_06,road_damage,21,Mon,8,0,85.8
R005967,district_19,flooding,20,Sun,3,0,25.8
R005968,district_23,road_damage,11,Fri,10,0,29.4
R005969,district_21,lighting,8,Tue,11,0,81.4
R005970,district_18,encroachment,16,Sun,7,0,9.9
R005971,district_23,waste,19,Thu,5,0,43.5
R005972,district_11,lighting,6,Tue,3,0,108.5
R005973,district_19,lighting,1,Tue,11,0,44.4
R005974,district_06,flooding,18,Fri,6,0,59.7
R005975,district_15,flooding,4,Fri,2,0,33.0
R005976,district_12,waste,2,Mon,1,0,26.1
R005977,district_24,lighting,16,Mon,12,0,64.1
R005978,district_05,waste,14,Sat,5,0,30.7
R005979,district_10,lighting,13,Wed,8,0,72.9
R005980,district_01,waste,16,Thu,1,0,39.6
R005981,district_02,road_damage,16,Sun,2,0,118.5
R005982,district_16,road_damage,3,Tue,6,0,58.9
R005983,district_08,lighting,16,Sat,7,0,22.5
R005984,district_23,flooding,1,Sat,4,0,23.1
R005985,district_12,encroachment,17,Thu,11,0,3.7
R005986,district_17,lighting,4,Sun,10,0,82.9
R005987,district_05,road_damage,7,Sat,11,0,24.8
R005988,district_10,road_damage,2,Wed,3,0,79.7
R005989,district_23,waste,14,Mon,2,1,45.0
R005990,district_07,flooding,8,Tue,1,0,28.1
R005991,district_02,flooding,7,Mon,1,0,16.3
R005992,district_04,waste,23,Tue,10,0,37.3
R005993,district_14,flooding,20,Sat,6,0,52.2
R005994,district_09,waste,16,Sun,4,0,86.0
R005995,district_22,road_damage,9,Sat,4,0,41.9
R005996,district_04,encroachment,17,Mon,12,0,48.8
R005997,district_10,lighting,19,Tue,4,0,170.2
R005998,district_14,encroachment,17,Wed,9,0,69.9
R005999,district_23,road_damage,12,Tue,9,0,33.8
R006000,district_11,waste,18,Sun,5,1,90.8
R006001,district_09,flooding,13,Thu,10,0,54.3
R006002,district_05,waste,12,Sat,8,0,55.4
R006003,district_06,road_damage,9,Tue,11,0,15.4
R006004,district_19,encroachment,15,Tue,12,0,63.3
R006005,district_18,road_damage,6,Sun,7,0,76.0
R006006,district_23,encroachment,14,Sun,9,0,13.5
R006007,district_06,encroachment,16,Sun,1,0,31.9
R006008,district_03,waste,2,Sat,5,1,50.0
R006009,district_14,road_damage,16,Sat,8,0,62.2
R006010,district_24,waste,3,Tue,12,0,37.2
R006011,district_24,flooding,7,Thu,6,0,49.4
R006012,district_01,road_damage,11,Tue,5,1,108.2
R006013,district_08,lighting,12,Fri,5,0,61.6
R006014,district_05,lighting,10,Tue,12,0,106.8
R006015,district_20,road_damage,14,Wed,9,0,122.8
R006016,district_24,waste,19,Thu,3,0,53.3
R006017,district_07,waste,13,Wed,2,1,49.1
R006018,district_06,waste,11,Fri,2,0,27.1
R006019,district_08,road_damage,4,Sat,8,0,37.6
R006020,district_08,encroachment,6,Fri,8,0,36.7
R006021,district_07,encroachment,16,Tue,9,0,278.1
R006022,district_06,encroachment,4,Wed,4,0,25.9
R006023,district_15,flooding,11,Sun,6,0,132.3
R006024,district_02,flooding,8,Tue,1,0,51.7
R006025,district_06,waste,6,Sun,1,0,89.7
R006026,district_07,lighting,23,Mon,12,1,86.2
R006027,district_20,waste,13,Sun,1,0,62.3
R006028,district_15,waste,21,Thu,12,0,19.2
R006029,district_10,waste,22,Thu,7,1,40.3
R006030,district_16,waste,20,Mon,2,0,123.9
R006031,district_20,lighting,8,Thu,4,0,113.0
R006032,district_22,waste,13,Sat,5,0,22.1
R006033,district_21,road_damage,21,Sat,8,0,148.3
R006034,district_09,flooding,9,Thu,8,0,76.2
R006035,district_21,lighting,10,Sat,1,0,121.3
R006036,district_19,road_damage,14,Thu,9,1,19.6
R006037,district_19,waste,1,Sun,6,0,52.8
R006038,district_17,waste,3,Sat,5,0,47.5
R006039,district_09,flooding,9,Fri,8,0,93.6
R006040,district_18,lighting,5,Wed,1,0,24.3
R006041,district_11,lighting,2,Mon,4,0,137.9
R006042,district_01,road_damage,5,Fri,1,0,104.5
R006043,district_23,road_damage,19,Sat,1,0,81.3
R006044,district_23,waste,19,Thu,5,0,83.1
R006045,district_12,flooding,16,Mon,3,1,27.6
R006046,district_15,lighting,21,Wed,12,0,61.8
R006047,district_08,encroachment,16,Mon,5,0,51.9
R006048,district_06,road_damage,12,Sun,8,0,72.5
R006049,district_19,lighting,8,Thu,3,0,45.1
R006050,district_18,waste,5,Wed,7,0,20.8
R006051,district_20,encroachment,4,Sat,7,0,26.7
R006052,district_11,lighting,18,Thu,7,0,89.3
R006053,district_18,lighting,12,Sun,6,0,86.6
R006054,district_23,road_damage,19,Tue,11,0,27.8
R006055,district_04,flooding,20,Tue,2,1,97.0
R006056,district_15,encroachment,11,Thu,8,0,32.7
R006057,district_22,encroachment,14,Fri,2,0,44.2
R006058,district_14,road_damage,18,Sat,9,0,27.5
R006059,district_18,encroachment,15,Thu,3,0,45.0
R006060,district_15,waste,19,Mon,12,0,10.0
R006061,district_13,lighting,16,Wed,8,0,60.9
R006062,district_04,waste,9,Mon,7,0,27.7
R006063,district_18,road_damage,23,Tue,6,0,19.1
R006064,district_20,waste,21,Wed,11,0,97.8
R006065,district_17,road_damage,23,Wed,6,0,24.5
R006066,district_09,road_damage,0,Tue,1,0,22.0
R006067,district_10,lighting,7,Mon,3,0,61.1
R006068,district_22,lighting,6,Sun,6,0,55.7
R006069,district_22,encroachment,6,Sun,9,0,10.7
R006070,district_08,waste,23,Wed,8,0,63.5
R006071,district_22,flooding,15,Thu,7,0,77.5
R006072,district_02,lighting,14,Mon,3,0,134.7
R006073,district_04,flooding,23,Fri,4,0,49.3
R006074,district_19,encroachment,20,Sun,4,0,56.4
R006075,district_08,flooding,7,Wed,2,0,60.3
R006076,district_04,road_damage,17,Sun,3,0,32.6
R006077,district_01,encroachment,18,Mon,5,0,193.4
R006078,district_02,waste,1,Mon,5,0,59.4
